name,rating
용연사,4.45703125
도동서원,4.443037974683544
대구불로고분군,4.434659090909091
선사유적공원,4.3321799307958475
남평문씨본리세거지,4.281914893617022
대구옻골마을,4.257936507936508
신숭겸장군유적지,4.225806451612903
녹동서원,4.140350877192983
모명재,3.96
마비정,3.95959595959596
노태우전대통령생가,3.802197802197802
